phrase,n
FEES FOR THE REPLACEMENT OF PERMANENT RESIDENT CARDS AND THE ISSUANCE OF PASSPORTS,1
FEES IN RESPECT OF MAIL REGULATIONS ,1
FEES IN RESPECT OF MEDICAL DEVICES REGULATIONS,1
FEES TO BE PAID IN RESPECT OF MEDICAL DEVICES REGULATIONS,1
FELA GRUNWALD ,1
FELESKY ,1
FELICE ,1
FÉLICIEN CHAMBER OF COMMERCE INC,1
FÉLICIEN INC,1
FÉLIX DESTRIJKER,1
FELIX JAMES,1
FELIX MORA ,1
FELLOWS ,1
FELLOWSHIP PROGRAM,1
FELTHAM ,1
FEMMES ET ACTIVITÉS ÉCONOMIQUES AU BÉNIN,1
FENAMIDONE,1
FENBUCONAZOLE,1
FENNER DUNLOP ,1
FENOXAPROP,1
FENSON,1
FENUS,1
FERGUS CHAMBER OF COMMERCE,1
FERGUSON            ,1
FERN ELEDA BENNETT,1
FERNAND GAUTHIER,1
FERNAND GAUTHIER ,1
FERNAND HOULE,1
FERNAND LIRETTE,1
FERNAND TANGUAY ,1
FERNANDO DIAS COSTA ,1
FERRALL ,1
FERRIER ,1
FERRO,1
FERRY BAND ,1
FERRY BAND OF INDIANS ,1
FERRY DE KERCKHOVE ,1
FERRY FIRST NATION,1
FERRY SERVICES CONTRIBUTION PROGRAM,1
FETH,1
FETRIDGE ,1
FFMC,1
FFW,1
FIANDER,1
FIAT ,1
FIC ,1
FICHAUD,1
FIELD INTERVIEWERS,1
FIFA WOMEN,1
FIFTEEN DOLLAR COIN,1
FIFTEEN DOLLAR SILVER COIN ,1
FIFTH PROTOCOL ,1
FIFTY DOLLAR SILVER COIN,1
FIJI,1
FIL,1
FILER,1
FILING PENALTIES ,1
FILLIER,1
FILM ,1
FILM AND VIDEO RELATIONS,1
FILMS CO,1
FILOMENA ARRUDA ,1
FINAL ACT,1
FINAL ACTS,1
FINAL ACTS OF THE CONFERENCE,1
FINAL ACTS OF THE INTERNATIONAL TELECOMMUNICATION UNION PLENIPOTENTIARY CONFERENCE,1
FINAL ACTS OF THE INTERNATIONAL TELECOMMUNICATION UNION WORLD RADIOCOMMUNICATION CONFERENCE ,1
FINAL ACTS OF THE WORLD CONFERENCE ON INTERNATIONAL TELECOMMUNICATIONS OF THE INTERNATIONAL TELECOMMUNICATION UNION ,1
FINAL ACTS OF THE WORLD RADIOCOMMUNICATION CONFERENCE ,1
FINAL AGREEMENT AMENDING AGREEMENT NO,1
FINAL AGREEMENT INDIAN REMISSION ORDER ,1
FINAL AGREEMENTS ,1
FINAL FRAMEWORK AGREEMENT ,1
FINAL PAYMENT,1
FINAL PAYMENTS ,1
FINAL PROTOCOL TO THE UNIVERSAL POSTAL CONVENTION,1
FINAL SETTLEMENT AGREEMENT ,1
FINANCE ENTITY REGULATIONS,1
FINANCIAL CONSUMER AGENCY OF CANADA ASSESSMENT OF,1
FINANCIAL CONSUMER AGENCY OF CANADA DESIGNATED VIOLATIONS,1
FINANCIAL CONTRIBUTION ASSISTANCE AGREEMENT ,1
FINANCIAL INSTITUTIONS REGULATIONS ,1
FINANCIAL LEASING CORPORATION REGULATIONS ,1
FINANCIAL LEASING ENTITY REGULATIONS,1
FINANCIAL LTD,1
FINANCIAL REPORTS REGULATIONS,1
FINANCIAL RESTRUCTURING ,1
FINANCIAL TRANSFER AGREEMENT,1
FINANCIAL TRANSFER AGREEMENTS,1
FINANCING,1
FINANCING REGULATIONS ,1
FINANCING SECURED BY OTHER REVENUES REGULATIONS,1
FINCH ,1
FINDLAY         ,1
FINGERPRINTING FOR VISA,1
FINLAND AGREEMENT FOR AIR SERVICES BETWEEN AND,1
FINLAY,1
FINLAY ,1
FINLAYSON ISLAND INDIAN RESERVE NO,1
FINTAN ,1
FIONA ROBIN ,1
FIORIDO,1
FIORINO,1
FIRE AND BOAT DRILLS REGULATIONS ,1
FIRE GAMES EXEMPTION ORDER ,1
FIRE PREVENTION,1
FIRE SERVICES,1
FIRE SERVICES EXEMPLARY SERVICE MEDAL REGULATIONS,1
FIREARMS ACQUISITION CERTIFICATE REGULATIONS,1
FIREARMS CONTROL PROGRAM ,1
FIREARMS INFORMATION REGULATIONS ,1
FIRED ELECTRIC POWER GENERATION PLANTS,1
FIRED GENERATION OF ELECTRICITY REGULATIONS ,1
FIRED GENERATION OF ELECTRICITY REGULATIONS DO NOT APPLY IN NOVA SCOTIA ,1
FIRESTONE,1
FIRESTONE FINANCIAL CANADA,1
FIROZ ,1
FIRST CAPITAL ACQUISITION CORP,1
FIRST CLASS MAIL REGULATIONS ,1
FIRST DATA CANADA INC,1
FIRST NATION MACKENZIE VALLEY GAS PROJECT AND CONNECTING FACILITIES SETTLEMENT AGREEMENT,1
FIRST NATION NO,1
FIRST NATION OF NACHO NYAK DUN ,1
FIRST NATION OF NACHO NYAK DUN SELF,1
FIRST NATION PROPERTY ASSESSMENT AND TAXATION ,1
FIRST NATIONS ASSESSMENT APPEAL REGULATIONS ,1
FIRST NATIONS ASSESSMENT INSPECTION REGULATIONS ,1
FIRST NATIONS ELECTIONS ACT,1
FIRST NATIONS ELECTIONS REGULATIONS ,1
FIRST NATIONS FINANCIAL MANAGEMENT BOARD ,1
FIRST NATIONS GOODS AND SERVICES TAX ACT,1
FIRST NATIONS LAND MANAGEMENT ACT ,1
FIRST NATIONS LAND REGISTRY REGULATIONS ,1
FIRST NATIONS LOCAL REVENUE LAW REVIEW REGULATIONS ,1
FIRST NATIONS OIL AND GAS AND MONEYS MANAGEMENT VOTING REGULATIONS ,1
FIRST NATIONS OIL AND GAS ENVIRONMENTAL ASSESSMENT REGULATIONS ,1
FIRST NATIONS PROPERTY ASSESSMENT AND TAXATION ,1
FIRST NATIONS RATES AND EXPENDITURE LAWS TIMING REGULATIONS ,1
FIRST NATIONS SCHOOLNET AND THE ABORIGINAL ECONONIC  DEVELOPMENT BOARD,1
FIRST NATIONS TAX COMMISSION REVIEW PROCEDURES REGULATIONS ,1
FIRST NATIONS TAX COMMISSIONER APPOINTMENT REGULATIONS ,1
FIRST NATIONS TAXATION ENFORCEMENT REGULATIONS ,1
FIRST SESSSION OF THE CONFERENCE OF THE PARTIES SERVING AS THE MEETING OF THE PARTIES TO,1
FIRSTLY ,1
FIRTH,1
FISCAL,1
FISCAL EQUALIZATION PAYMENTS ,1
FISCAL EVASION WITH RESPECT TO TAXES ON INCOME,1
FISH MEAL REMISSION ORDER ,1
FISH STOCKS AND HIGHLY MIGRATORY FISH STOCKS,1
FISHER RIVER BAND OF,1
FISHER RIVER INDIAN RESERVE ,1
FISHERIES ACT,1
FISHERIES ACT ,1
FISHERIES JOINT,1
FISHERY OFFICERS ,1
FISHING AND RECREATIONAL HARBOURS REGULATIONS,1
FISHING BRANCH WILDERNESS PRESERVE,1
FISHING BRANCH WILDERNESS PRESERVE AND HABITAT,1
FISHING INDUSTRY DEVELOPMENT ,1
FISHING LAKE BAND OF INDIANS,1
FISHING LAKE FIRST,1
FISHING LAKE INDIAN BAND ,1
FISHING LAKE INDIAN RESERVE NO,1
FISHING VESSEL INSURANCE REGULATIONS ,1
FISHING VESSELS ON THE HIGH SEAS ,1
FISHING ZONES OF CANADA ,1
FITNESS AND AMATEUR SPORT ,1
FITTED AND,1
FITTLER FOODS LTD,1
FIVE,1
FIVE CENT ,1
FIVE CENT COINS,1
FIVE CENTS AND ONE CENT COINS AND,1
FIVE CENTS NICKEL COINS ,1
FIVE CENTS SILVER COINS ,1
FIVE DOLLAR ,1
FIVE DOLLAR SILVER COIN ,1
FIVE FINGER RAPIDS,1
FIVE MILE INDIAN RESERVE ,1
FLAMME ,1
FLANAGAN,1
FLANAGAN ,1
FLANIGAN,1
FLATROCK,1
FLAVIA ,1
FLECK,1
FLECK ,1
FLEMMING,1
FLEMMING ,1
FLETCHER DAWSON,1
FLEURETTE DAGENAIS,1
FLEURY,1
FLEWELLING,1
FLEWITT,1
FLICHEL,1
FLICKERS,1
FLIGHT ATTENDANTS AND EMERGENCY EVACUATION,1
FLIGHT DATA RECORDER SOFTWARE ,1
FLIN FLON AIRPORT ZONING REGULATIONS ,1
FLINN,1
FLOOD ,1
FLOOD DAMAGE REDUCTION ,1
FLOOD RISK MAPPING IN ALBERTA ,1
FLOODING AND MUDSLIDES ,1
FLOODWATER MITIGATION STRUCTURES,1
FLORA LIEBICH,1
FLORASULAM,1
FLORENCE,1
FLORENCE DRIEDGER,1
FLORENCE JUANITA STEWART,1
FLORENCE LANTHIER,1
FLORENCE LUCAS,1
FLORENCE MINZ ,1
FLORENCE ROBART,1
FLORICA CALIN ,1
FLOYD BABCOCK ,1
FLOYD CALVIN BABCOCK ,1
FLUAZURON,1
FLUCARBAZONE,1
FLUSILAZOLE,1
FLYING DUST BAND OF INDIANS,1
FLYING DUST FIRST NATION INDIAN,1
FLYING DUST FIRST NATION INDIAN RESERVE NO,1
FLYNN ,1
FM RIVIÈRE,1
FMC ,1
FNH,1
FNH ,1
FNLMA,1
FOISY,1
FOLIC ACID ,1
FOLLETT ,1
FOLLETT OF,1
FONDACTION,1
FONDATION QUÉBÉCOISE DU CANCER INC,1
FONOROLA INC,1
FOOD AND DRUG,1
FOOD AND DRUG ACT ,1
FOOD AND DRUG REGULATIONS AND AMENDING THE,1
FOOD AND DRUG REGULATIONS AND THE DAIRY PRODUCTS REGULATIONS ,1
FOOD ASSISTANCE CONVENTION,1
FOOD DEVELOPMENT,1
FOOD DEVELOPMENT ,1
FOOD DEVELOPMENT SUBSIDIARY AGREEMENTS ,1
FOOD DISCOVERY PLACE,1
FOOD INNOVATION,1
FOOD INNOVATION COMPANION PROGRAM,1
FOOD PACIFIC ,1
FOOD PROCESSING ,1
FOOD PROCESSING AGREEMENT,1
FOOD PROCESSING LTD,1
FOOD RESEARCH AND DEVELOPMENT INITIATIVE COMPANION AGREEMENT ,1
FOOD SECTOR,1
FOOD TRADE PROGRAM,1
FOOTE ,1
FOOTHILLS PIPE LINES,1
FOOTHILLS SHAREHOLDERS,1
FOR BOTTLING IN BOND REMISSION ORDER ,1
FOR RECONSIDERATION,1
FOR RECONSIDERATION AND,1
FOR SPECIAL SERVICE ,1
FOR THE AFFILIATION OF THE INTERNATIONAL CENTRE FOR CRIMINAL LAW REFORM,1
FOR THE EXCHANGE OF INFORMATION RELATING TO TAX MATTERS,1
FOR THE FISHERY WORKERS,1
FOR THE HON,1
FOR THE PINE COULEE RESERVOIR WATER MANAGEMENT PROJECT,1
FOR THE PROMOTION AND PROTECTION OF INVESTMENTS ,1
FOR THE PROMOTION OF AVIATION SAFETY ,1
FOR THE PURPOSE OF TARIFF ITEM,1
FOR THE PURPOSE OF TARIFF ITEM NO,1
FOR THE PURPOSE OF THE ,1
FOR THE SECURITY OF INFORMATION ,1
FOR THE TRAINING OF NETHERLANDS ARMED FORCES IN CANADA ,1
FORAMSULFURON,1
FORAN,1
FORBES               ,1
FORCE DEVELOPMENT,1
FORCES TO SOMALIA ,1
FORD MATCHIM ,1
FORD MOTOR,1
FORD MOTOR COMPANY,1
FOREIGN AFFAIRS ,1
FOREIGN AFFAIRS AND CONSULAR,1
FOREIGN AFFAIRS AND INTERNATIONAL TRADE,1
FOREIGN AIRCRAFT SERVICING EQUIPMENT REMISSION ORDER,1
FOREIGN BANK REGULATIONS,1
FOREIGN BANK REGULATIONS ,1
FOREIGN BANK SUBSIDIARY ASSETS ORDER ,1
FOREIGN COMPANIES PRESCRIBED TRANSACTIONS REGULATIONS,1
FOREIGN FORCES STATIONED ,1
FOREIGN ORGANIZATIONS REMISSION ORDER,1
FORENSIC ACCOUNTING SERVICES,1
FORENSIC LABORATORY SERVICES FEES,1
FOREST DEVELOPMENT,1
FORESTBURG CHAMBER OF COMMERCE,1
FORESTELL ,1
FORESTRY ,1
FORESTRY BIOENERGY EQUIPMENT,1
FORESTRY DEVELOPMENT,1
FORESTRY DEVELOPMENT ,1
FORESTS REGULATIONS ,1
FORFEITED ASSETS AND EQUIVALENT FUNDS,1
FORGACS,1
FORGERON ,1
FORGET ,1
FORGUES,1
FORILLON NATIONAL PARK,1
FORINTEK CANADA CORP,1
FORMAL DOCUMENT REGULATIONS,1
FORMAL DOCUMENTS REGULATIONS ,1
FORMER MEMBERS ,1
FORMER MEMBERS OF PARLIAMENT ELECTIONS FOR JOINT,1
FORMER MEMBERS OF PARLIAMENT ELECTIONS FOR JOINT AND,1
FORMER YUGOSLAV REPUBLIC OF MACEDONIA ,1
FORMER YUGOSLAVIA REGULATIONS ,1
FORMS OF RACIAL DISCRIMINATION ,1
FORMULA,1
FORSYTHE,1
FORT CUDAHY AND FORT,1
FORT FOLLY INDIAN RESERVE  ,1
FORT FRANCES,1
FORT FRANCES AIRPORT ZONING REGULATIONS ,1
FORT FRANCES HERITAGE DEPOT INC,1
FORT FRANKLIN,1
FORT FRANKLIN AND FORT MCPHERSON ,1
FORT GEORGE NATIONAL HISTORIC PARK ,1
FORT GOOD HOPE,1
FORT GOOD HOPE ,1
FORT KENT ,1
FORT LIARD ,1
FORT LIARD AIRPORT ZONING REGULATIONS ,1
FORT NELSON AND DISTRICT CHAMBER OF COMMERCE,1
FORT NELSON CHAMBER OF COMMERCE ,1
FORT NORMAN AIRPORT ZONING REGULATIONS ,1
FORT PROVIDENCE,1
FORT RESOLUTION AIRPORT ZONING REGULATIONS,1
FORT RESOLUTION AIRPORT ZONING REGULATIONS ,1
FORT SASKATCHEWAN,1
FORT SASKATCHEWAN CHAMBER OF COMMERCE IN ALBERTA TO CHANGE ITS NAME ,1
FORT SMITH ,1
FORT SMITH AIRPORT ,1
FORT VERMILION,1
FORT VERMILION ,1
FORT VERMILION INDIAN,1
FORT WALSH NATIONAL HISTORIC,1
FORT WILLIAM,1
FORT WILLIAM BAND,1
FORT WILLIAM FIRST NATION,1
FORT WILLIAM FIRST NATION ,1
FORT WILLIAM FIRST NATION BOUNDARY SPECIFIC CLAIM SETTLEMENT AGREEMENT ,1
FORT WILLIAM FIRST NATION NEEBING SURRENDER SPECIFIC CLAIM SETTLEMENT AGREEMENT ,1
FORT WILLIAM FIRST NATION SAWMILL REGULATIONS,1
FORT WILLIAM INDIAN RESERVE ,1
FORTIN ,1
FORTIN             ,1
FORTUNE,1
FORTY ,1
FORTY MILE RIVER ,1
FORUM TASK FORCE ON CANADA,1
FOTHERINGHAM ,1
FOULING SYSTEMS ON SHIPS,1
FOULON ,1
FOUNDATION,1
FOUNDATION CANADA ,1
FOUNDATION CHARTER OF THE REGIONAL ENVIRONMENTAL CENTER FOR CENTRAL,1
FOUNDATION FOR SUSTAINABLE DEVELOPMENT TECHNOLOGY,1
FOUR,1
FOUR BROTHERS ENTERTAINMENT CO,1
FOUR DESIGNATIONS OF APPROXIMATELY ,1
FOUR FIRST NATIONS ,1
FOUR MILE TOWER,1
FOUR NEW PAY AUDIO SERVICES PROGRAMMING,1
FOURNIER  ,1
FOURTH PROTOCOL ,1
FOWLER,1
FOX ,1
FOX LIMITED REMISSION ORDER ,1
FOX TELEVISION STATION,1
FOX TV ,1
FOX VIDEO ,1
FOXALL ,1
FOXVIDEO,1
FOY ,1
FPI ,1
FRAMEWORK AGREEMENTS ON AGRICULTURAL,1
FRAMEWORK AGREEMENTS ON AGRICULTURAL RISK MANAGEMENT ,1
FRAMEWORK CONVENTION ON TOBACCO CONTROL,1
FRAN DODA ,1
FRANCE ,1
FRANCE AGREEMENT ,1
FRANCE AGREEMENT ON MUTUAL ASSISTANCE FOR THE PREVENTION,1
FRANCE AGREEMENT RELATING TO THE EXPLORATION AND EXPLOITATION OF TRANSBOUNDARY HYDROCARBON FIELDS,1
FRANCE BERGERON,1
FRANCE BERGERON ,1
FRANCE BICH ,1
FRANCE BILODEAU,1
FRANCE CHARBONNEAU ,1
FRANCE COURVILLE,1
FRANCE DULUDE,1
FRANCE GAGNON PRATTE,1
FRANCE INTERPARLIAMENTARY ASSOCIATION ,1
FRANCE MICHAUD,1
FRANCE PAGÉ ,1
FRANCE PÉGEOT ,1
FRANCE PELLETIER,1
FRANCE RELATIONS,1
FRANCE THIBAULT,1
FRANCES ,1
FRANCES ANNE DWYER,1
FRANCES BAINES,1
FRANCES CLAIRE NICHOLLS,1
FRANCES CRAIG,1
FRANCES DEANNE BURLEIGH,1
FRANCES GRACE GRONDIN ,1
FRANCES LAKE,1
FRANCES LAKE ,1
FRANCES MARY OLES,1
FRANCES ROMANO ,1
FRANCESCA ZUMPANO ,1
FRANCESCO ,1
FRANCESCO ERMANDO GIOVANNIELLO,1
FRANCESCO ERMANDO GIOVANNIELLO ,1
FRANCESCO PREIANÒ ,1
FRANCINE BERTRAND,1
FRANCINE CABANA ,1
FRANCINE CANTIN ,1
FRANCINE CHARTRAND MAUGHAN,1
FRANCINE DESRUISSAUX LOEMBÉ ,1
FRANCINE DESRUISSEAUX LOEMBE ,1
FRANCINE DORION ,1
FRANCINE DUVAL,1
FRANCINE GIRARD ,1
FRANCINE LALONDE,1
FRANCINE LATRAVERSE,1
FRANCINE LATRAVERSE ,1
FRANCINE LEBLANC ,1
FRANCINE MARTEL,1
FRANCINE NANTEL ,1
FRANCINE TARDIF,1
FRANCINE WHITEDUCK ,1
FRANCIS,1
FRANCIS ALLABY,1
FRANCIS COSTELLO,1
FRANCIS DALE BOIRE ,1
FRANCIS EDWARD FORAN,1
FRANCIS GUISEPPE SCOTTI,1
FRANCIS HUGH QUIGLEY,1
FRANCIS MICHAEL JAMES HUMMELL ,1
FRANCIS TRUDEL ,1
FRANCISCO KUI LIM LU ,1
FRANCO ,1
FRANCO FRAGOMENI ,1
FRANCOIS ,1
FRANÇOIS AUDETTE ,1
FRANÇOIS BEAUDOIN ,1
FRANÇOIS BÉLANGER,1
FRANÇOIS BILODEAU GIRARD,1
FRANÇOIS BUFFONI,1
FRANÇOIS CAMERON,1
FRANÇOIS CHEVALIER,1
FRANÇOIS DAVIAULT ,1
FRANÇOIS DE GRANDPRÉ,1
FRANÇOIS DE MADAWASKA,1
FRANÇOIS DU LAC,1
FRANÇOIS DUMAIS ,1
FRANÇOIS DUPUIS ,1
FRANÇOIS DUVAL,1
FRANÇOIS ÉMOND,1
FRANÇOIS ÉMOND ,1
FRANÇOIS FRENETTE ,1
FRANÇOIS HUOT ,1
FRANÇOIS JEAN,1
FRANÇOIS LAFOND ,1
FRANÇOIS LAVOIE,1
FRANÇOIS LECLERC ,1
FRANÇOIS MACEROLA,1
FRANÇOIS MACEROLA ,1
FRANÇOIS MASSICOTTE ,1
FRANÇOIS MATHYS ,1
FRANÇOIS MICHAUD,1
FRANÇOIS MONTOUR ,1
FRANÇOIS PELLETIER,1
FRANÇOIS PERRON,1
FRANÇOIS PERRON ,1
FRANÇOIS PICHARD,1
FRANÇOIS PICHARD ,1
FRANÇOIS RAMSAY ,1
FRANÇOIS RIVEST ,1
FRANÇOIS ST,1
FRANÇOIS TÔTH ,1
FRANÇOIS TRAN ,1
FRANÇOIS TRÉPANIER,1
FRANÇOIS TRÉPANIER ,1
FRANÇOIS TRUDEL ,1
FRANÇOISE BAYLIS,1
FRANCOISE BERTRAND,1
FRANÇOISE BERTRAND,1
FRANCOISE BERTRAND ,1
FRANÇOISE BOUCHARD,1
FRANÇOISE DUFOUR,1
FRANÇOISE HÉBERT,1
FRANÇOISE HENRIE,1
FRANÇOISE SIROIS,1
FRANÇOY RAYNAULD,1
FRANÇOY RAYNAULD ,1
FRANCS ET DE ,1
FRANK ANDREW RICHTER,1
FRANK BALICS ,1
FRANK BOAHENE ,1
FRANK BRUNETTA ,1
FRANK BUTLER ,1
FRANK CARDILE ,1
FRANK COLLINS,1
FRANK DUMAS,1
FRANK EMIL ZACAL ,1
FRANK GARRATT PALMER ,1
FRANK GEORGE JAMES,1
FRANK HANSEN,1
FRANK LEWIS ,1
FRANK LING ,1
FRANK MACZKO,1
FRANK MICHAEL MAROTTA,1
FRANK MILLS,1
FRANK MORGAN ,1
FRANK NICOL,1
FRANK PEARCE ,1
FRANK ROCCO VOLPINI,1
FRANK SAMUEL PERRY,1
FRANK VOLPINI,1
FRANK WALL,1
FRANK WILCOX,1
FRANKLIN ,1
FRANKLIN DOUGLAS COLLINS ,1
FRANKLIN EUGENE ANDERSON,1
FRANZ KOCH ,1
FRASER                  ,1
FRASER BASIN MANAGEMENT PROGRAM,1
FRASER LAKE BAND OF INDIANS ,1
FRASER LEWIS MANNING ,1
FRASER MARTIN,1
FRASER RIVER ,1
FRASER RIVER BASIN SUSTAINABLE MANAGEMENT PROGRAM,1
FRASER RIVER ESTUARY MANAGEMENT PROGRAM,1
FRASER RIVER HARBOUR COMMISSION ,1
FRASER RIVER PORT,1
FREAKE,1
FRED BLOCH ,1
FRED EISENBERGER,1
FRED HITCHCOCK,1
FRED LIGORIA ,1
FRED LIGORIO ,1
FRED TAPTUNA,1
FRED WAY,1
FREDA KYLER ,1
FREDA SHAMATUTU ,1
FREDA STEEL  ,1
FREDA YONER ,1
FRÉDÉRIC AGNEESSENS ,1
FRÉDÉRIC DUGRÉ ,1
FRÉDÉRIC KIEFFER,1
FREDERICA ,1
FREDERICK,1
FREDERICK ALLEN MELVIN,1
FREDERICK BEAULIEU ,1
FREDERICK CROOKS,1
FREDERICK HARVEY SPARKES ,1
FREDERICK HERBERT ,1
FREDERICK JAMES MOFFITT,1
FREDERICK KEITH GODLONTON AND,1
FREDERICK KENNETH WALTON ,1
FREDERICK LEWIS,1
FREDERICK MOFFITT ,1
FREDERICK RONALD,1
FREDERICK WILLIAM ,1
FREDERICK WILLIAM WOODRUFF,1
FREDERICTON RAILWAY COMPANY ,1
FREDERICTON RESEARCH STATION ,1
FREDERIK PRETORIUS ,1
FREDRICK ERNEST DUGDALE ,1
FREE BASIS,1
FREE BASIS ,1
FREE TRADE AGREEMENT ADVANCE RULINGS REGULATIONS ,1
FREE TRADE AGREEMENT BETWEEN CANADA AND THE REPUBLIC OF PERU,1
FREE TRADE AGREEMENT COORDINATING SECRETARIAT,1
FREE TRADE OPERATIONS BRANCH,1
FREE TRADE PARTNER REGULATIONS ,1
FREE TRADE PARTNERS,1
FREE ZONE REGULATIONS ,1
FREED AND FREED INTERNATIONAL LTD,1
FREEDMAN ,1
FREGEAU ,1
FREIGHT ADJUSTMENT ,1
FREIGHT ADJUSTMENTS ,1
FREIGHT EFFICIENCY AND TECHNOLOGY INITIATIVE,1
FREIGHT TECHNOLOGY DEMONSTRATION FUND,1
FREIGHT TECHNOLOGY INCENTIVES,1
FRÉMONT ,1
FRENCH LANGUAGE BROADCASTING SERVICES ,1
FRENCH LANGUAGE SERVICES ACT ,1
FRENCH SERVICES OFFICE,1
FRENCHMAN BUTTE ,1
FREQUENCY,1
FRESH FRUIT AND VEGETABLE REGULATIONS,1
FRESH FRUIT AND VEGETABLE REMISSION ORDER ,1
FRG ,1
FRIED,1
FRIEDA GRANOT,1
FRITS ,1
FRIZE,1
FROG LAKE ,1
FROM DISPOSAL OF CERTAIN LANDS IN THE NORTHWEST TERRITORIES ,1
FROM DISPOSAL ORDER,1
FROM THE APPLICATION OF THE ARCTIC SHIPPING POLLUTION PREVENTION,1
FROM THE APPLICATION OF THE ARCTIC SHIPPING POLLUTION PREVENTION REGULATIONS ,1
FROMAN,1
FRONT END WHEEL LOADER REMISSION ORDER ,1
FRONTENAC INC,1
FRONTIER LANDS PETROLEUM ROYALTY REGULATIONS,1
FRONTIER LANDS REGISTRATION REGULATIONS ,1
FROZEN AND CURED HERRING PRICE SUPPORT ORDER ,1
FROZEN BEEF ,1
FRUIT ,1
FRY,1
FRY ,1
FRY INLET ,1
FSC ,1
FSC RESOURCES LTD,1
FUEL CELL INVENTIONS,1
FUEL SYSTEM,1
FUEL SYSTEM INTEGRITY AND ELECTROLYTE SPILLAGE AND ELECTRICAL SHOCK PROTECTION,1
FUERST,1
FUERST ,1
FUJIMA INTERNATIONAL INC,1
FULFORD AND CO,1
FULTON,1
FUMIGATION AND TACKLE REGULATIONS ,1
FUND ,1
FUND AGREEMENT ,1
FUNDING AGREEMENT,1
FUNDING AGREEMENTS ,1
FUNDS,1
FUNDS ,1
FUNG ,1
FUNK,1
FUNT,1
FUOCO,1
FURANS REGULATIONS,1
FURNESS ,1
FURNITURE REMISSION ORDER ,1
FURRY CREEK,1
FURTHER LEAVE OF ABSENCE,1
FURTHER LEAVE OF ABSENCE WITHOUT PAY ,1
FURTHER REDUCTION OF SULPHUR EMISSIONS,1
FUTURE ,1
FX ,1
FYFE,1
FYFE ,1
FYROM,1
GABONESE REPUBLIC,1
GABRIEL,1
GABRIEL ,1
GABRIEL JOHN MALLOUK ,1
GABRIEL LAVOIE ,1
GABRIEL LESSARD ,1
GABRIEL ROBERGE,1
GABRIELE,1
GABRIELE ,1
GABRIELE BURMEISTER,1
GABRIELLE BERTRAND,1
GABRIELLE BRISSON ,1
GABRIELLE DORION ,1
GABRIELSON ,1
GABY LARRIVÉE,1
GABY WARD,1
GAÉTAN CHOINIÈRE ,1
GAÉTAN COUSINEAU ,1
GAÉTAN DUMAS ,1
GAÉTAN GRÉGOIRE ,1
GAÉTAN LAVERTU ,1
GAÉTAN MÉNARD ,1
GAÉTAN PELLETIER,1
GAÉTAN POULIOT ,1
GAETANE ,1
GAGNE,1
GAGNÉ ,1
GAIL ASPER,1
GAIL BALDWIN ,1
GAIL DIANNE LOW,1
GAIL ELAINE WATSON ,1
GAIL FAVERI ,1
GAIL GORDON BALDWIN ,1
GAIL RUDDERHAM CHERNIN,1
GAIL SHEA,1
GAIL STEPHENS ,1
GALANCHUK,1
GALIPEAULT,1
GALLAGHER,1
GALLAGHER ,1
GALLANT                  ,1
GALLIGAN,1
GALLINI ,1
GALLIVAN,1
GALLIVAN ,1
GALVANNEALED STEEL SHEET FOR USE IN THE MANUFACTURE OF NON,1
GAMING ESTABLISHMENT ,1
GAMMA,1
GAN,1
GAN ,1
GANDER AIRPORT ZONING REGULATIONS ,1
GANDER INTERNATIONAL,1
GANS,1
GANS ,1
GAP CREEK DIVERSION WEIR ,1
GAPP,1
GARANTEE AND PROTECTION,1
GARDA MORAN,1
GARDEN RIVER BAND,1
GARDEN RIVER FIRST,1
GARDEN RIVER FIRST NATION,1
GARDEN RIVER FIRST NATION AND,1
GARDEN RIVER FIRST NATION BAND ,1
GARDINER WILSON ,1
GAREAU ,1
GARFIELD ,1
GARFIELD IAN MOFFATT ,1
GARFINKEL,1
GARIE ,1
GARLAND ,1
GARLAND LEIGHTON,1
GARNET,1
GARNET ,1
GARNET MILTON KYLE,1
GARNETT,1
GARROW LAKE ,1
GARRY,1
GARRY ,1
GARRY JAMES LOEPPKY,1
GARRY LEN GRAVELLE,1
GARRY PARENTEAU ,1
GARRY ROBERT FRANKLIN BEGG,1
GARRY STEINLEY ,1
GARRY WOUTERS,1
GARRY WOUTERS ,1
GARSON ,1
GARTH JOHN WRIGHT,1
GARTH STAPLES,1
GARTH WILLIAM JOHN HNETKA ,1
GARVIE                ,1
GARVIE                  ,1
GARVIE PRITCHARD,1
GARY ARTHUR HARRON ,1
GARY BOSGOED ,1
GARY CORBETT ,1
GARY DAVIS,1
GARY DROUIN ,1
GARY DUKE ,1
GARY EGBERT CARLSON ,1
GARY GERARD BONNEY,1
GARY GORDON DUFF ,1
GARY JAMES STUART,1
GARY JOSEPH CORSANO ,1
GARY MACDOUGALL ,1
GARY MANDEL ,1
GARY MESCHISHNICK,1
GARY MOONEY ,1
GARY MYERS,1
GARY NASH ,1
GARY RUSSELL MERCER,1
GARY SMITH ,1
GARY STEPHEN GRAHAM,1
GARY WALBOURNE ,1
GARY WARREN BARNES,1
GARY WEATHERHILL,1
GARY WILLIAMSON,1
GARY WOODBECK ,1
GAS LIMITED,1
GAS MARKETING ,1
GAS TURBINES REMISSION ORDER ,1
GAS WELL,1
GASH,1
GASKELL,1
